Station Name,EAST POINT (AUT),,,,,,,,,,,,,,,,,,,,,,,,,
Province,PRINCE EDWARD ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,46.46,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-61.99,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,7.7,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,8300418,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71412,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WEP,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2013/8/3,2013,8,3,,24.3,,16.6,,20.5,,0,,2.5,,,M,,M,4.2,,,,23,,46,
2013/8/4,2013,8,4,,22.5,,15.3,,18.9,,0,,0.9,,,M,,M,0.2,,,,,,<31,
2013/8/5,2013,8,5,,21.5,,13.7,,17.6,,0.4,,0,,,M,,M,,M,,,30,,32,
2013/8/6,2013,8,6,,21,,14,,17.5,,0.5,,0,,,M,,M,1,,,,29,,39,
2013/8/7,2013,8,7,,22.9,E,13.5,E,18.2,E,0,E,0.2,E,,M,,M,,M,,,,M,,M
2013/8/8,2013,8,8,,23.3,E,,M,,M,,M,,M,,M,,M,0.2,,,,,,<31,
2013/8/9,2013,8,9,,21.7,,18.5,,20.1,,0,,2.1,,,M,,M,7.2,,,,18,,39,
2013/8/10,2013,8,10,,24.5,,14.7,,19.6,,0,,1.6,,,M,,M,3.5,,,,17,,67,
2013/8/11,2013,8,11,,22.7,,13.2,,18,,0,,0,,,M,,M,0,,,,29,,50,
2013/8/12,2013,8,12,,23.6,,15.3,,19.5,,0,,1.5,,,M,,M,0,,,,27,,33,
2013/8/13,2013,8,13,,24.1,,16.4,,20.3,,0,,2.3,,,M,,M,0,,,,21,,37,
2013/8/14,2013,8,14,,23.2,,15.9,,19.6,,0,,1.6,,,M,,M,0.4,,,,24,,35,
2013/8/15,2013,8,15,,22.5,,14.4,,18.5,,0,,0.5,,,M,,M,0,,,,28,,48,
2013/8/16,2013,8,16,,22.9,,14.7,,18.8,,0,,0.8,,,M,,M,0,,,,,,<31,
2013/8/17,2013,8,17,,21.8,,12.3,,17.1,,0.9,,0,,,M,,M,0,,,,,,<31,
2013/8/18,2013,8,18,,24.7,,14.2,,19.5,,0,,1.5,,,M,,M,0,,,,22,,35,
2013/8/19,2013,8,19,,27.2,,15.7,,21.5,,0,,3.5,,,M,,M,0,,,,22,,41,
2013/8/20,2013,8,20,,19,,15.8,,17.4,,0.6,,0,,,M,,M,0,,,,5,,37,
2013/8/21,2013,8,21,,25.8,,17.7,,21.8,,0,,3.8,,,M,,M,0,,,,22,,43,
2013/8/22,2013,8,22,,26.7,,18.7,,22.7,,0,,4.7,,,M,,M,0,,,,21,,44,
2013/8/23,2013,8,23,,20.5,,16,,18.3,,0,,0.3,,,M,,M,0,,,,20,,41,
2013/8/24,2013,8,24,,18.5,,14.4,,16.5,,1.5,,0,,,M,,M,0,,,,33,,39,
2013/8/25,2013,8,25,,20.9,,9.6,,15.3,,2.7,,0,,,M,,M,0,,,,,,<31,
2013/8/26,2013,8,26,,22.3,,15.4,,18.9,,0,,0.9,,,M,,M,0,,,,20,,41,
2013/8/27,2013,8,27,,21.6,,15.2,,18.4,,0,,0.4,,,M,,M,0,,,,22,,35,
2013/8/28,2013,8,28,,22.8,,16.1,,19.5,,0,,1.5,,,M,,M,0,,,,4,,48,
2013/8/29,2013,8,29,,19.2,,15.4,,17.3,,0.7,,0,,,M,,M,17.4,,,,4,,59,
2013/8/30,2013,8,30,,15.6,,14.3,,15,,3,,0,,,M,,M,6.6,,,,5,,82,
2013/8/31,2013,8,31,,20,,13.2,,16.6,,1.4,,0,,,M,,M,0,,,,18,,37,
2013/9/1,2013,9,1,,20.1,,15.8,,18,,0,,0,,,M,,M,9.2,,,,4,,43,
2013/9/2,2013,9,2,,17.4,,15.3,,16.4,,1.6,,0,,,M,,M,0,,,,7,,43,
2013/9/3,2013,9,3,,19.4,,16.5,,18,,0,,0,,,M,,M,19.1,,,,17,,57,
2013/9/4,2013,9,4,,23.3,,16.1,,19.7,,0,,1.7,,,M,,M,0,,,,27,,37,
2013/9/5,2013,9,5,,17.7,,8.4,,13.1,,4.9,,0,,,M,,M,3.1,,,,31,,33,
2013/9/6,2013,9,6,,17,,7.5,,12.3,,5.7,,0,,,M,,M,0,,,,29,,37,
2013/9/7,2013,9,7,,20.5,,11.6,,16.1,,1.9,,0,,,M,,M,0,,,,21,,50,
2013/9/8,2013,9,8,,16.6,,9.3,,13,,5,,0,,,M,,M,19.2,,,,31,,72,
2013/9/9,2013,9,9,,17.3,,9.2,,13.3,,4.7,,0,,,M,,M,0.4,,,,31,,57,
2013/9/10,2013,9,10,,17.7,,11.6,,14.7,,3.3,,0,,,M,,M,0,,,,22,,46,
2013/9/11,2013,9,11,,20.2,,15,,17.6,,0.4,,0,,,M,,M,8.2,,,,,,<31,
2013/9/12,2013,9,12,,24.5,,17.2,,20.9,,0,,2.9,,,M,,M,1.8,,,,21,,43,
2013/9/13,2013,9,13,,19.6,,17.4,,18.5,,0,,0.5,,,M,,M,6.7,,,,18,,44,
2013/9/14,2013,9,14,,20,,16.7,,18.4,,0,,0.4,,,M,,M,3,,,,16,,43,
2013/9/15,2013,9,15,,16.8,,11.9,,14.4,,3.6,,0,,,M,,M,0,,,,29,,37,
2013/9/16,2013,9,16,,18.8,,10.1,,14.5,,3.5,,0,,,M,,M,3.9,,,,1,,39,
2013/9/17,2013,9,17,,13.7,,7.6,,10.7,,7.3,,0,,,M,,M,0,,,,33,,44,
2013/9/18,2013,9,18,,18,,9.7,,13.9,,4.1,,0,,,M,,M,0,,,,25,,32,
2013/9/19,2013,9,19,,19,,12,,15.5,,2.5,,0,,,M,,M,0,,,,,,<31,
2013/9/20,2013,9,20,,15.4,,10.4,,12.9,,5.1,,0,,,M,,M,0,,,,6,,46,
2013/9/21,2013,9,21,,19,,11.8,,15.4,,2.6,,0,,,M,,M,0,,,,19,,48,
2013/9/22,2013,9,22,,21.5,,16,,18.8,,0,,0.8,,,M,,M,0,,,,17,,52,
2013/9/23,2013,9,23,,19.4,,8.5,,14,,4,,0,,,M,,M,11.9,,,,29,,44,
2013/9/24,2013,9,24,,13.4,,8.3,,10.9,,7.1,,0,,,M,,M,1.6,,,,21,,32,
2013/9/25,2013,9,25,,15,,9.6,,12.3,,5.7,,0,,,M,,M,5.7,,,,2,,46,
2013/9/26,2013,9,26,,13.6,,12.4,,13,,5,,0,,,M,,M,4.5,,,,3,,65,
2013/9/27,2013,9,27,,12.7,,10.4,,11.6,,6.4,,0,,,M,,M,0,,,,2,,54,
2013/9/28,2013,9,28,,18.1,,8.3,,13.2,,4.8,,0,,,M,,M,0,,,,30,,33,
2013/9/29,2013,9,29,,20.1,,12.3,,16.2,,1.8,,0,,,M,,M,0,,,,24,,33,
2013/9/30,2013,9,30,,18,,9.6,,13.8,,4.2,,0,,,M,,M,0,,,,,,<31,
2013/10/1,2013,10,1,,16.2,,12.5,,14.4,,3.6,,0,,,M,,M,6.6,,,,4,,32,
2013/10/2,2013,10,2,,19,,10.9,,15,,3,,0,,,M,,M,0.4,,,,28,,56,
2013/10/3,2013,10,3,,16.1,,13.4,,14.8,,3.2,,0,,,M,,M,0,,,,30,,63,
2013/10/4,2013,10,4,,13.6,,11.3,,12.5,,5.5,,0,,,M,,M,0,,,,30,,67,
2013/10/5,2013,10,5,,14.1,,7.3,,10.7,,7.3,,0,,,M,,M,0.2,,,,32,,61,
2013/10/6,2013,10,6,,12.1,,4.7,,8.4,,9.6,,0,,,M,,M,0,,,,34,,57,
2013/10/7,2013,10,7,,14.7,,4.6,,9.7,,8.3,,0,,,M,,M,0,,,,17,,61,
2013/10/8,2013,10,8,,17.2,,10.6,,13.9,,4.1,,0,,,M,,M,4.7,,,,17,,61,
2013/10/9,2013,10,9,,13,,6.7,,9.9,,8.1,,0,,,M,,M,0,,,,32,,39,
2013/10/10,2013,10,10,,19.8,,10,,14.9,,3.1,,0,,,M,,M,0,,,,21,,35,
2013/10/11,2013,10,11,,14.2,,8,,11.1,,6.9,,0,,,M,,M,0,,,,3,,43,
2013/10/12,2013,10,12,,9.3,,5.7,,7.5,,10.5,,0,,,M,,M,0,,,,4,,46,
2013/10/13,2013,10,13,,10.2,,5.7,E,8,E,10,E,0,E,,M,,M,,M,,,,,<31,
2013/10/14,2013,10,14,,14.9,,2.9,,8.9,,9.1,,0,,,M,,M,2.1,,,,20,,33,
2013/10/15,2013,10,15,,,M,10.7,E,,M,,M,,M,,M,,M,,M,,,,M,,M
2013/10/16,2013,10,16,,,,,,,,,,,,,,,,,,,,,,,
2013/10/17,2013,10,17,,,,,,,,,,,,,,,,,,,,,,,
2013/10/18,2013,10,18,,,,,,,,,,,,,,,,,,,,,,,
2013/10/19,2013,10,19,,,,,,,,,,,,,,,,,,,,,,,
2013/10/20,2013,10,20,,,,,,,,,,,,,,,,,,,,,,,
2013/10/21,2013,10,21,,,,,,,,,,,,,,,,,,,,,,,
2013/10/22,2013,10,22,,,,,,,,,,,,,,,,,,,,,,,
2013/10/23,2013,10,23,,,,,,,,,,,,,,,,,,,,,,,
2013/10/24,2013,10,24,,,M,,M,,M,,M,,M,,M,,M,1.6,,,,,,<31,
2013/10/25,2013,10,25,,10.2,,3,,6.6,,11.4,,0,,,M,,M,,M,,,,,<31,
2013/10/26,2013,10,26,,8.6,,3,,5.8,,12.2,,0,,,M,,M,,M,,,21,,33,
2013/10/27,2013,10,27,,9.6,,4.7,,7.2,,10.8,,0,,,M,,M,4.3,,,,33,,35,
2013/10/28,2013,10,28,,8.4,,4.6,,6.5,,11.5,,0,,,M,,M,1.7,,,,30,,52,
2013/10/29,2013,10,29,,6.4,,-0.5,,3,,15,,0,,,M,,M,5.6,,,,30,,43,
2013/10/30,2013,10,30,,6.9,,-1.6,,2.7,,15.3,,0,,,M,,M,,M,,,21,,33,
2013/10/31,2013,10,31,,9.4,,1.3,,5.4,,12.6,,0,,,M,,M,32.3,,,,20,,50,
2013/11/1,2013,11,1,,16.1,,9.4,,12.8,,5.2,,0,,,M,,M,0.7,,,,22,,67,
2013/11/2,2013,11,2,,15.8,,7.4,,11.6,,6.4,,0,,,M,,M,,M,,,23,,61,
2013/11/3,2013,11,3,,7.6,,3.5,,5.6,,12.4,,0,,,M,,M,1.4,,,,35,,48,
2013/11/4,2013,11,4,,4.7,,3.2,,4,,14,,0,,,M,,M,1.6,,,,,,<31,
2013/11/5,2013,11,5,,5.8,,-0.4,,2.7,,15.3,,0,,,M,,M,,M,,,33,,33,
2013/11/6,2013,11,6,,9.8,,2.5,,6.2,,11.8,,0,,,M,,M,,M,,,22,,48,
2013/11/7,2013,11,7,,13.2,,6.3,,9.8,,8.2,,0,,,M,,M,10.4,,,,21,,56,
2013/11/8,2013,11,8,,6.5,,0.8,,3.7,,14.3,,0,,,M,,M,5.6,,,,30,,46,
2013/11/9,2013,11,9,,4,,0.2,,2.1,,15.9,,0,,,M,,M,7.7,,,,31,,61,
2013/11/10,2013,11,10,,6.2,,-0.5,,2.9,,15.1,,0,,,M,,M,,M,,,15,,43,
2013/11/11,2013,11,11,,7.2,,3.8,,5.5,,12.5,,0,,,M,,M,,M,,,9,,44,
2013/11/12,2013,11,12,,6.3,,-2.7,,1.8,,16.2,,0,,,M,,M,,M,,,19,,46,
2013/11/13,2013,11,13,,1,,-3.4,,-1.2,,19.2,,0,,,M,,M,0.3,,,,,,<31,
2013/11/14,2013,11,14,,4.2,,-4.7,,-0.3,,18.3,,0,,,M,,M,3.6,,,,27,,39,
2013/11/15,2013,11,15,,8.5,,2.9,,5.7,,12.3,,0,,,M,,M,0,,,,24,,35,
2013/11/16,2013,11,16,,8.8,,2.5,,5.7,,12.3,,0,,,M,,M,1.1,,,,,,<31,
2013/11/17,2013,11,17,,6.7,,2.8,,4.8,,13.2,,0,,,M,,M,0.2,,,,17,,37,
2013/11/18,2013,11,18,,11.7,,6.6,,9.2,,8.8,,0,,,M,,M,11.5,,,,17,,69,
2013/11/19,2013,11,19,,12,,-0.1,,6,,12,,0,,,M,,M,6.9,,,,29,,52,
2013/11/20,2013,11,20,,1.3,,-0.7,,0.3,,17.7,,0,,,M,,M,2.6,,,,35,,89,
2013/11/21,2013,11,21,,3.9,,0,,2,,16,,0,,,M,,M,0.2,,,,33,,89,
2013/11/22,2013,11,22,,5.5,,0.6,,3.1,,14.9,,0,,,M,,M,0,,,,33,,50,
2013/11/23,2013,11,23,,4.1,,-1.9,,1.1,,16.9,,0,,,M,,M,0.5,,,,26,,59,
2013/11/24,2013,11,24,,-1.9,,-6.7,,-4.3,,22.3,,0,,,M,,M,0,,,,26,,57,
2013/11/25,2013,11,25,,-2.7,,-6.5,,-4.6,,22.6,,0,,,M,,M,0.6,,,,27,,50,
2013/11/26,2013,11,26,,4.1,,-6.6,,-1.3,,19.3,,0,,,M,,M,1.3,,1,,22,,54,
2013/11/27,2013,11,27,,12.5,,-0.4,,6.1,,11.9,,0,,,M,,M,21.5,,,,19,,72,
2013/11/28,2013,11,28,,13.1,,-3.6,,4.8,,13.2,,0,,,M,,M,2.2,,,,17,,76,
2013/11/29,2013,11,29,,-2.5,,-6.6,,-4.6,,22.6,,0,,,M,,M,0.6,,,,33,,52,
2013/11/30,2013,11,30,,,,,,,,,,,,,,,,,,,,,,,
2013/12/1,2013,12,1,,3.7,,-6.7,,-1.5,,19.5,,0,,,M,,M,0.2,,,,20,,50,
2013/12/2,2013,12,2,,5.1,,3.4,,4.3,,13.7,,0,,,M,,M,1.4,,,,11,,32,
2013/12/3,2013,12,3,,5.8,,4.2,,5,,13,,0,,,M,,M,17.2,,,,6,,78,
2013/12/4,2013,12,4,,4.8,,-0.9,,2,,16,,0,,,M,,M,16.4,,,,32,,117,
2013/12/5,2013,12,5,,2.4,,-0.8,,0.8,,17.2,,0,,,M,,M,0,,,,33,,57,
2013/12/6,2013,12,6,,8.6,,2.3,,5.5,,12.5,,0,,,M,,M,11.1,,,,,,<31,
2013/12/7,2013,12,7,,3.1,,-2.5,,0.3,,17.7,,0,,,M,,M,0,,,,30,,67,
2013/12/8,2013,12,8,,-2.2,,-6,,-4.1,,22.1,,0,,,M,,M,0,,,,31,,69,
2013/12/9,2013,12,9,,-1.9,,-4.9,,-3.4,,21.4,,0,,0,,,M,3.1,,1,,32,,54,
2013/12/10,2013,12,10,,1.9,,-3.7,,-0.9,,18.9,,0,,,M,,M,3.2,,13,,31,,59,
2013/12/11,2013,12,11,,-3.6,,-9.4,,-6.5,,24.5,,0,,,M,,M,0,,12,,30,,72,
2013/12/12,2013,12,12,,-7.4,,-16,,-11.7,,29.7,,0,,,M,,M,1.3,,11,,31,,59,
2013/12/13,2013,12,13,,-7.5,,-16.9,,-12.2,,30.2,,0,,,M,,M,0.6,,13,,31,,76,
2013/12/14,2013,12,14,,-11,,-16.1,,-13.6,,31.6,,0,,,M,,M,1.4,,10,,30,,59,
2013/12/15,2013,12,15,,-0.4,,-13.2,,-6.8,,24.8,,0,,,M,,M,12.2,,12,,9,,85,
2013/12/16,2013,12,16,,-1.4,,-10.3,,-5.9,,23.9,,0,,,M,,M,0,,43,,31,,63,
2013/12/17,2013,12,17,,-6.2,,-11.1,E,-8.7,E,26.7,E,0,E,,M,,M,0.4,E,42,,,M,,M
2013/12/18,2013,12,18,,-0.1,,-6.4,,-3.3,,21.3,,0,,,M,,M,8.7,,40,,3,,93,
2013/12/19,2013,12,19,,-3.7,,-8.6,,-6.2,,24.2,,0,,,M,,M,0,,61,,31,,80,
2013/12/20,2013,12,20,,-2.2,,-7.6,,-4.9,,22.9,,0,,,M,,M,2.5,,58,,30,,56,
2013/12/21,2013,12,21,,2.6,,-2.4,,0.1,,17.9,,0,,,M,,M,8.1,,63,,11,,39,
2013/12/22,2013,12,22,,0.5,,-4.7,,-2.1,,20.1,,0,,,M,,M,6.4,,59,,5,,61,
2013/12/23,2013,12,23,,-0.3,,-4.3,,-2.3,,20.3,,0,,,M,,M,12.2,,61,,6,,32,
2013/12/24,2013,12,24,,0.2,,-3.5,,-1.7,,19.7,,0,,,M,,M,1.7,,63,,3,,52,
2013/12/25,2013,12,25,,-3.4,,-8.2,,-5.8,,23.8,,0,,,M,,M,0,,68,,33,,57,
2013/12/26,2013,12,26,,-1.7,,-11.7,,-6.7,,24.7,,0,,,M,,M,3,,66,,18,,44,
2013/12/27,2013,12,27,,-1.1,,-6.7,,-3.9,,21.9,,0,,,M,,M,1,,93,,30,,57,
2013/12/28,2013,12,28,,-0.3,,-10.8,,-5.6,,23.6,,0,,,M,,M,0,,88,,22,,56,
2013/12/29,2013,12,29,,-0.9,,-7.7,,-4.3,,22.3,,0,,,M,,M,1.9,,78,,33,,56,
2013/12/30,2013,12,30,,0.9,,-9.3,,-4.2,,22.2,,0,,,M,,M,11.5,,81,,30,,76,
2013/12/31,2013,12,31,,-8.9,,-14,,-11.5,,29.5,,0,,,M,,M,0,,80,,30,,56,
