Latitude (Decimal Degrees),Longitude (Decimal Degrees)
50.53,-119.8
50.65,-119.95
50.65,-120.02
50.89,-119.88
50.77,-120.97
50.9,-119.92
52.67,-119.2
50.95,-116.93
50.82,-116.26
50.75,-116.71
52.73,-119.38
52.72,-119.47
51.48,-117.15
51.15,-117.83
51.5,-118.52
51.38,-116.48
51.23,-117.62
51.23,-117.48
51.27,-117.5
51.3,-117.52
51.3,-116.98
51.3,-116.98
51.3,-116.98
51.3,-116.98
51.63,-118.42
51.63,-118.17
51.64,-118.49
52.05,-118.59
50.95,-116.98
50.97,-118.18
50.96,-118.18
51,-118.2
50.95,-118.17
51.2,-118.38
51.01,-118.22
50.96,-118.18
51.3,-117.52
51.28,-118.13
50.78,-118.02
50.92,-116.4
51.35,-117.47
52.82,-119.25
52.83,-119.25
51.7,-116.64
52.85,-119.25
51.35,-116.5
51.43,-116.33
51.4,-116.55
51.45,-116.33
51.44,-116.34
51.24,-117.7
52.75,-119.3
51.23,-116.67
51.38,-116.53
51.43,-116.54
51.36,-116.34
51.23,-116.57
55.73,-120.53
57.2,-126.95
56.23,-120.68
57.22,-121.47
57.38,-121.38
55.53,-123.65
56.33,-120.1
55.23,-121.38
56.33,-120.28
56.3,-121.02
55.69,-121.63
55.69,-121.63
55.7,-121.62
55.23,-121.65
55.69,-121.63
55.75,-120.22
55.74,-120.18
55.74,-120.18
55.74,-120.18
55.78,-120.2
55,-121.03
55.07,-121.12
56.18,-121.57
56,-123.9
55.9,-123.73
56.25,-120.83
56.24,-120.74
56.24,-120.74
56.24,-120.74
56.32,-120.82
55.79,-124.7
56.08,-121.92
56.03,-121.9
56.03,-121.91
56.12,-121.87
56.8,-124.9
56.02,-122.2
57.43,-121.98
55.57,-121.23
55.31,-123.14
55.3,-123.13
55.32,-123.08
55.31,-123.14
55.33,-123.08
55.55,-121.3
55.03,-123.03
56.12,-124.5
55.3,-123.17
56.43,-120.78
55.35,-122.6
57,-122.37
56.94,-122.72
55.72,-120.13
55.77,-120.1
56.92,-121.03
55.83,-120.17
55.92,-120.07
56.13,-120.13
56.65,-120.77
55.54,-122.48
57.03,-122.52
57.25,-122.72
57.25,-122.72
54.28,-122.63
55.87,-120.5
56.17,-120.69
56.12,-120.63
55.13,-121.25
57.43,-125.63
55.07,-121.27
56.73,-121.8
55.98,-123.73
56.73,-122.58
56.25,-121.03
56.08,-121.97
57.38,-122.87
59.28,-129.83
59.33,-129.82
58.45,-125.4
59.67,-127.15
58.43,-130.01
58.42,-130.03
58.42,-130.03
58.84,-122.6
58.82,-122.7
58.48,-125.4
58.82,-122.7
58.84,-122.6
58.84,-122.57
58.84,-122.57
59.3,-129.28
59.45,-126.15
59.93,-128.5
59.93,-130.33
58.78,-122.67
57.85,-123.03
58.85,-122.87
58.9,-123.12
58.93,-125.77
58.93,-125.77
58.65,-124.24
58.68,-123.72
58.65,-124.13
58.65,-124.24
58.22,-122.78
58.83,-121.42
59.9,-126.43
58.68,-123.77
58.65,-124.65
58.85,-125.23
58.55,-125.48
57.73,-122.95
57.38,-122.98
58.88,-121.5
58.43,-130.03
59.42,-126.1
59.57,-133.7
58.22,-132.27
59.85,-134.98
56.97,-130.25
56.98,-130.25
56.97,-130.25
56.67,-131.1
57.67,-128.83
57.83,-129.98
57.12,-131.45
59.6,-134.18
59.52,-136.47
58.65,-131.72
57.65,-128.17
57.82,-129.97
57.87,-130.02
57.53,-130.2
58.28,-128.5
59.78,-135.08
57.97,-129.27
59.78,-136.6
59,-133.48
59.45,-136.37
58.8,-133.1
57.35,-131
57.9,-131.17
57.9,-131.33
57.6,-130.07
58.7,-133.63
59.72,-135.05
56.73,-131.67
56.63,-131.08
56.72,-131.22
59.62,-137.72
61.65,-137.48
60.47,-134.83
62.37,-133.38
68.82,-138.75
62.41,-140.87
62.41,-140.87
62.41,-140.87
62.37,-140.87
60,-136.77
63.97,-139.35
64.23,-140.35
61.47,-135.78
63.05,-140.93
60.87,-135.38
61.37,-139.03
61.37,-139.04
61.37,-139.04
61.37,-139.05
61.37,-139.02
61.37,-139.03
60.17,-134.7
62.1,-136.3
62.12,-136.19
62.18,-136.48
62.73,-138.83
62.73,-138.83
64.42,-140.67
64.47,-140.73
64.07,-139.33
64.05,-139.43
64.04,-139.13
64.04,-139.13
64.07,-139.33
64.04,-139.13
65.88,-137.55
65.92,-137.52
66.12,-137.25
61.25,-138.78
60.37,-137.05
62.2,-134.39
66.37,-136.72
66.45,-136.72
63.92,-135.48
62.35,-133.4
62.23,-133.35
62.21,-133.37
62.21,-133.38
62.21,-133.37
62.21,-133.37
60.72,-135.2
64.38,-140.6
61.33,-129.33
60.62,-134.82
60.75,-135.22
60.82,-137.73
60.77,-137.58
60.75,-137.51
64.65,-136.78
69.5,-139.25
69.57,-138.91
62.47,-129.2
63.18,-130.17
60.02,-127.85
69.16,-140.15
60.48,-133.3
63.93,-135.2
69.08,-138.02
64.45,-138.22
61.02,-138.4
69.61,-140.2
69.58,-140.18
64.08,-141
63.24,-130.04
63.17,-130.2
63.28,-130.18
68.8,-140.85
60.43,-134.25
63.18,-130.18
63.62,-135.87
63.62,-135.87
63.62,-135.87
60.88,-135.18
63.59,-137.52
63.55,-137.4
62.63,-137.25
63.52,-137.02
60.02,-132.17
61.63,-139.67
60.63,-135.08
65.36,-138.31
67.57,-139.84
67.57,-139.84
67.57,-139.84
67.57,-139.84
61.03,-137.05
60.83,-137.5
66.23,-137.28
62.83,-137.31
60.77,-135.12
61.15,-133.07
61.45,-139.25
0,0
60.08,-130.6
66.98,-136.22
61.97,-132.43
61.98,-132.45
63.03,-133.38
68.42,-138.62
66.87,-134.2
62.62,-131.28
68.95,-137.22
61.4,-129.47
61.18,-129.13
61.52,-132.27
60.82,-135.22
64.06,-139.13
62.53,-136.75
62.37,-140.4
63.38,-136.68
63.42,-136.68
63.32,-139.43
69.35,-138.77
64.05,-139.47
64.1,-139.75
60,-131.18
60.3,-134.27
60.27,-134.18
60.95,-135.57
60.17,-132.75
60.17,-132.74
60.17,-132.74
60.17,-132.73
60.17,-132.74
60.28,-128.98
60.17,-130
60.93,-129.22
62.63,-133.7
60.12,-128.82
60.12,-128.82
60.12,-128.82
60.12,-128.83
60.07,-128.72
60.72,-135.05
60.71,-135.07
60.71,-135.07
60.73,-135.1
60.71,-135.03
60.73,-135.08
60.58,-134.95
60.5,-134.95
68.22,-135.01
68.22,-135.01
68.22,-135.01
68.23,-135
60.35,-114.28
67.45,-133.73
69.93,-131.4
60.52,-113.23
61.53,-124.75
60.3,-117.05
65.62,-118.12
70.55,-127.95
70.17,-124.72
69.2,-118.63
65.6,-117.77
64.42,-115.1
67.02,-126.12
67.02,-126.13
65.21,-123.44
65.21,-123.43
65.21,-123.44
61.26,-124.47
65.21,-123.44
61.97,-128.2
65.18,-123.43
66.24,-128.65
66.24,-128.65
66.24,-128.65
66.24,-128.64
66.25,-128.63
60.24,-123.47
60.24,-123.47
60.23,-123.47
60.24,-123.47
67.41,-134.86
67.43,-134.88
67.41,-134.86
69.45,-134.83
67.41,-134.86
64.91,-125.57
64.91,-125.57
64.91,-125.57
61.32,-117.6
61.33,-117.67
62.72,-109.17
62.71,-109.17
61.17,-113.67
61.18,-113.69
61.18,-113.69
61.18,-113.69
61.87,-121.35
61.76,-121.24
61.76,-121.24
61.76,-121.24
61.76,-121.24
61.87,-121.35
61.76,-121.24
60,-111.93
60,-111.87
60.02,-111.96
60.02,-111.96
60.03,-111.93
60.02,-111.96
62.78,-115.95
67.07,-121.1
63.6,-105.13
60.85,-116.63
60.85,-115.95
60.84,-115.78
60.84,-115.78
60.84,-115.78
60.84,-115.78
60.65,-116
62.13,-118.12
61.5,-118.03
70.03,-126.96
64.39,-115.02
61.92,-113.73
68.3,-133.48
68.3,-133.48
68.3,-133.48
68.3,-133.48
68.32,-133.52
68.3,-133.48
68.32,-133.52
61.35,-120.78
69.67,-121.67
63.13,-117.24
60.3,-123.52
62.42,-110.68
62.42,-110.68
62.47,-106.88
61.08,-123.38
61.05,-123.37
69.93,-128.97
69.92,-128.97
65.28,-126.8
65.28,-126.8
65.28,-126.83
65.28,-126.83
65.27,-126.7
65.27,-126.7
65.29,-126.75
69.36,-124.08
69.36,-124.08
69.36,-124.08
69.36,-124.08
69.82,-122.7
69.63,-135.44
60.83,-114.47
60.87,-114.37
61.7,-108
66.08,-118.03
66.08,-117.93
61.97,-108.62
68.25,-122.1
61.96,-127.21
64.11,-117.33
64.12,-117.35
64.12,-117.31
64.12,-117.31
64.12,-117.31
65.95,-130.47
64.78,-124.22
65.67,-128.82
63.52,-116
62.4,-110.73
63.3,-129.82
60.68,-111.87
69.47,-132.98
69.45,-133
69.43,-133.03
69.43,-133.03
69.43,-133.03
69.43,-133.02
69.2,-122.36
64.03,-111.17
61.95,-128.25
69.02,-134.68
60.25,-111.8
61.63,-125.8
64.19,-114.08
63.21,-123.44
63.21,-123.44
63.21,-123.44
62.46,-114.44
62.46,-114.44
62.45,-114.38
62.47,-114.45
62.67,-114.25
61.24,-123.74
69.6,-130.91
67.18,-130.23
61.9,-123.25
69.44,-133
60.44,-121.24
63.07,-116.88
61.18,-115.32
62.42,-110.68
62.42,-110.69
61.92,-108.43
68.91,-133.94
64.7,-110.61
61.13,-122.85
63.6,-113.86
68.75,-133.5
61.1,-94.07
61.09,-94.07
61.09,-94.07
64.3,-96.08
64.32,-96
64.3,-96.08
64.3,-96.08
66.83,-108.02
66.84,-108.01
68.78,-114.83
69.05,-107.32
63.33,-90.72
63.35,-90.73
63.75,-91.83
63.35,-90.73
63.35,-90.73
69.58,-120.8
65.48,-110.37
67.83,-115.12
67.82,-115.14
67.82,-115.14
67.82,-115.14
67.82,-115.14
61.1,-94.07
66.09,-96.51
64.19,-83.36
64.19,-83.36
64.19,-83.36
64.18,-83.35
67.72,-104.47
61.13,-100.9
61.13,-100.88
61.1,-94.07
66.03,-91.83
68.64,-95.85
68.64,-95.85
68.64,-95.85
68.64,-95.85
68.64,-95.85
68.84,-117
68.32,-100.09
58.5,-87.17
58.5,-86.78
58.02,-84.3
68.75,-101.85
68.65,-101.73
68.5,-113.22
65.77,-111.23
65.76,-111.25
68.43,-89.72
68.54,-89.81
68.54,-89.8
68.44,-89.73
68.54,-89.8
68.54,-89.81
62.8,-92.07
62.82,-92.12
62.82,-92.08
62.81,-92.11
65.1,-102.43
68.58,-111.1
56.54,-79.25
56.54,-79.25
56.54,-79.25
56.54,-79.26
68.82,-93.43
68.6,-91.95
68.6,-92.02
68.78,-103.35
68.97,-103.77
62.18,-92.6
62.24,-92.6
62.24,-92.6
62.24,-92.6
62.71,-98.29
78.22,-101.05
69.28,-119.22
63.23,-101.76
68.66,-95.87
65.76,-111.25
82.52,-62.28
82.52,-62.28
82.5,-62.37
82.5,-62.33
82.5,-62.33
73.01,-85.05
73.03,-85.15
73.01,-85.05
73.01,-85.05
72.99,-85.01
75.72,-98.42
80,-85.42
69.22,-77.25
63.34,-64.15
67.54,-63.79
67.55,-64.03
67.55,-64.03
67.55,-64.03
67.55,-64.03
67.55,-64.03
67.55,-64.03
68.75,-109.07
69.11,-105.14
69.11,-105.14
69.11,-105.14
69.11,-105.14
64.23,-79.53
64.23,-76.53
64.23,-76.53
64.23,-76.53
64.23,-76.53
66.65,-61.38
66.58,-61.62
78.62,-74.7
68.47,-66.82
73.67,-78.29
69.04,-107.82
68.66,-85.59
70.49,-68.52
70.49,-68.52
70.48,-68.52
70.49,-68.52
70.49,-68.52
75.92,-79
64.96,-63.58
74.67,-84.67
68.65,-71.17
74.53,-82.38
67.1,-62.15
76.42,-107.82
68.49,-110.88
68.72,-68.55
79.99,-85.93
79.98,-85.93
79.99,-85.81
79.99,-85.81
71.92,-94.25
72.02,-94.2
70.63,-100.27
76.43,-82.91
68.68,-97.81
68.67,-97.8
82.5,-65.08
76.42,-82.95
76.42,-82.9
68.78,-81.24
76.42,-82.9
68.78,-81.24
68.78,-81.24
68.78,-81.24
68.78,-81.24
76.43,-82.91
81.58,-69.38
69.38,-81.8
69.36,-81.82
69.37,-81.82
69.36,-81.82
63.75,-68.55
63.75,-68.55
63.75,-68.54
63.75,-68.55
63.76,-68.56
78.78,-103.53
78.79,-103.55
68.4,-88.22
60.42,-64.85
62.85,-69.88
62.85,-69.88
67.97,-64.92
62.83,-69.92
81.82,-71.3
68.9,-75.14
68.3,-85.67
71.32,-79.33
68.83,-95.32
79.97,-99.15
62.51,-64.52
81.33,-74.77
68.62,-73.21
72.98,-84.62
72.98,-84.62
63.12,-77.93
60.42,-64.85
68.93,-75.28
67.03,-62.73
66.14,-65.71
66.13,-65.73
66.15,-65.71
66.13,-65.7
66.15,-65.71
66.15,-65.71
75.38,-96.92
72.68,-77.98
72.69,-77.97
72.69,-77.97
72.69,-77.96
72.69,-77.97
72.69,-77.97
75.38,-105.72
66.52,-86.22
66.52,-86.22
66.52,-86.22
74.72,-94.97
74.72,-94.97
74.72,-94.97
74.72,-94.98
61.3,-64.88
61.58,-64.65
69.08,-79.03
68.55,-83.32
80,-86.43
73.77,-105.3
69.53,-93.52
73.03,-84.55
81.16,-91.82
69.55,-93.58
69.55,-93.58
69.55,-93.58
65.88,-89.45
68.62,-73.2
80.7,-81
69.11,-83.54
80.07,-99.3
80.03,-99.23
79.97,-99.5
68.65,-69.13
62.85,-69.88
74.14,-119.99
77.47,-110.47
74.46,-112.16
70.73,-117.78
70.76,-117.81
70.76,-117.81
70.76,-117.81
70.76,-117.8
72.77,-118.5
76.23,-119.33
76.23,-119.32
71.99,-125.25
71.99,-125.24
72,-125.27
71.99,-125.24
73.23,-119.54
76.24,-119.35
54.28,-112.97
53.11,-111.18
52.8,-114.82
52.43,-111.78
52.32,-111.78
52.38,-111.8
52.42,-111.78
52.68,-111.12
54.02,-112.23
53.92,-112.28
53.13,-112.95
52.65,-115.72
52.13,-115.42
52.68,-112.87
52.93,-114.2
53.53,-112.53
54.18,-112.17
54.13,-112.15
52.58,-111.47
53.38,-111.77
53.07,-113
52.78,-116.35
52.12,-110.1
53.02,-115.42
53.58,-113.28
53.17,-114.48
53.09,-114.44
53.12,-114.47
53.73,-111.05
52.98,-113.72
52.32,-111.47
53.78,-112.93
53.02,-114.7
54,-113.89
53.93,-113.92
52.27,-110.58
52.25,-110.53
52.33,-110.51
53.03,-114.7
53.29,-113.86
53.23,-113.8
53.28,-113.87
53.03,-112.8
53.05,-112.82
52.95,-112.8
53.23,-114.65
52.22,-111.92
52.13,-111.9
53.55,-111.25
52.72,-110.17
52.7,-110.13
52.2,-114.87
53.7,-112.58
51.98,-115.25
51.97,-110.03
51.94,-110.71
52.03,-110.8
51.85,-110.77
51.77,-111.55
53.43,-113.12
52.07,-111.45
52.08,-111.45
52.07,-111.45
52.12,-111.45
52.73,-113.9
52.73,-113.92
52.75,-113.95
53.6,-114.58
52.18,-113.18
53.65,-110.6
53.66,-110.59
53.17,-112.37
52.52,-112.35
53.2,-114.98
53.22,-114.95
52.73,-112.78
52.78,-110.43
53.55,-113.5
53.57,-113.52
53.57,-113.52
53.32,-113.58
53.31,-113.61
53.53,-113.57
53.57,-113.52
53.57,-113.52
53.67,-113.47
53.67,-113.47
53.48,-113.52
53.31,-113.58
53.49,-113.54
53.67,-113.85
53.67,-113.86
53.55,-114.11
53.42,-113.75
53.59,-113.36
53.66,-113.36
53.47,-113.62
53.45,-113.48
40,-50
53.68,-112.87
53.52,-112.9
53.78,-112.98
53.88,-111.07
52.95,-115.65
52.97,-115.87
53.42,-113.55
52.03,-112.13
51.92,-112.08
52.97,-111
52.74,-112.86
53.95,-114.22
52.04,-111.81
52.47,-112.13
52.47,-112.12
52.55,-112.12
53.52,-113.57
53.72,-113.18
52.45,-114.93
53.77,-110.42
52.3,-112.35
53.58,-114.72
53.35,-114.45
53.07,-110.62
53.29,-114.32
52.99,-112.28
53.8,-114.52
53.83,-114.54
54.38,-111.37
52.11,-110.8
52.12,-110.7
52.95,-113.18
52.17,-112.62
52.28,-112.17
52.12,-112.16
53.81,-113.17
52.68,-111.3
53.38,-112.88
52.52,-112.25
51.78,-111.08
51.78,-111.21
53.45,-114.47
53.62,-112.47
53.19,-112.25
53.12,-112.18
52.35,-110.73
52.52,-110.97
52.52,-110.97
52.58,-110.78
52.47,-111.08
52.88,-111.38
53.52,-113.6
52.85,-111.87
52.28,-111.02
52.29,-111.11
53,-111.52
53.05,-111.55
53.35,-110.33
53.35,-110.42
53.53,-111.87
53.38,-111.8
53.15,-113.68
54,-113.47
53.88,-110.65
53.94,-110.58
53.31,-110.07
53.31,-110.07
53.28,-110
53.31,-110.07
53.28,-110
53.08,-110.17
54.43,-112.75
52.77,-111.43
52.72,-111.55
53.08,-112.27
53.77,-112.85
52.97,-113.9
53.1,-111.35
53.46,-111.26
53.6,-110.23
53.72,-114.1
52.4,-110.58
53.18,-111.27
53.43,-116.68
53.35,-112.97
53.37,-113.03
52.02,-110.55
53.57,-112.3
53.72,-111.11
51.72,-110.8
52.13,-110.88
51.72,-110.5
51.68,-110.27
53.26,-113.17
54.32,-112.95
54.42,-112.8
53.43,-113.18
52.78,-115.33
53.65,-113.35
53.65,-113.37
53.7,-114.2
54,-112.52
53.12,-110.35
53.02,-110.43
51.98,-110.45
52.72,-113.77
52.65,-113.62
52.87,-110.9
52.25,-115.3
52.37,-110.25
54.08,-112.9
54,-112.88
53.45,-111.65
53.42,-111.73
53.42,-111.73
52.59,-110.34
52.08,-115
52.97,-110.02
53.02,-110.1
52.38,-114.92
52.43,-114.92
52.42,-114.91
52.43,-114.92
52.38,-114.92
53.32,-114.92
53.3,-113.3
52.78,-112.43
53.25,-112.45
53.62,-113.62
54.3,-111.45
54.28,-111.45
54.01,-111.27
54,-111.28
54.15,-111.27
54.12,-111.22
51.59,-110.75
51.67,-110.55
51.65,-110.55
52.88,-111.7
52.78,-111.7
53.8,-111.9
53.87,-111.9
53.33,-112.54
53.88,-114.12
54.08,-112.27
54.28,-112.5
52.07,-111.85
51.82,-111.68
53.55,-113.9
52.33,-112.72
52.3,-112.7
52.35,-112.6
52.25,-115.13
54.05,-111.82
52.05,-111.95
52.85,-113.9
53.27,-114.13
54.15,-113.12
54.17,-113.12
53.22,-114.05
53.22,-113.89
53.55,-112.75
53.44,-114.72
53.67,-110.13
53.65,-110.07
53.72,-110.15
53.66,-110.08
53.72,-111.75
53.5,-113.03
53.63,-111.68
53.48,-112.05
53.48,-112.03
53.37,-110.83
53.35,-110.83
53.34,-110.88
53.15,-112.12
53.36,-110.84
53.28,-110.68
52,-111
53.1,-111.78
53.18,-111.73
53.22,-111.72
53.28,-111.77
53.28,-111.77
53.97,-112.02
54.13,-111.92
53.14,-115.13
53.57,-114.47
52.83,-110.88
52.88,-110.9
52.82,-110.87
52.83,-110.83
53.65,-111.98
54.1,-112.78
51.7,-111.12
51.67,-111.12
53.51,-112.1
52.95,-113.98
52.95,-114.02
52.97,-113.33
52.98,-113.44
52.63,-113.38
52.95,-114.58
53.53,-113.81
53.58,-113.72
53.82,-112.48
53.02,-114.32
51.42,-111.4
51.49,-111.22
53.55,-114.11
53.35,-113.08
51.67,-110.27
52.87,-112.28
51.67,-110.21
52.15,-111.73
53.2,-110.15
53.57,-113.57
52.4,-115.2
54.08,-112.25
53.52,-113.53
52.8,-110.88
54.15,-113.85
53.55,-114.63
54.48,-112.95
54,-113.18
52.42,-112.57
53.83,-113.12
52.83,-111.1
52.83,-111.1
51.18,-110.23
51.08,-110.28
51.07,-110.13
51.2,-110.17
51.03,-110.3
51.07,-110.32
51.5,-113.42
52.38,-113.17
52.37,-113.3
51.38,-110.03
52.05,-113.85
50.82,-110.95
50.81,-111.01
52.6,-112.98
51.9,-114.87
51.38,-113.53
51.38,-113.36
52.3,-114.27
51.02,-111.03
51.2,-111.12
51.17,-111.2
52.03,-112.75
52.03,-112.97
52,-112.8
50.68,-110.17
50.89,-110.2
50.87,-110.18
52.73,-113.87
52.77,-114.48
50.92,-111.07
52.75,-114.28
51.98,-114.02
50.63,-111.78
50.8,-110.69
50.93,-110.93
51.28,-111.88
51.97,-114.78
51.23,-110.05
51.02,-111.22
51.48,-110.05
51.07,-110.8
51.05,-110.65
51.48,-113.15
51.52,-114.57
51.57,-114.28
51.48,-110.8
51.28,-110.82
51.02,-111.55
51.73,-114.93
51.78,-112.25
51.77,-112.28
51.55,-114.48
51.42,-114.17
51.58,-112.42
52.05,-114.22
51.67,-114.13
51.63,-114.42
51.45,-114.45
51.75,-111.92
51.47,-112.72
51.47,-112.87
51.42,-112.68
51.45,-112.7
50.73,-111.9
51.23,-111.35
52.38,-114.37
52.28,-114.39
51.45,-112.68
51.96,-113.19
50.96,-110.01
50.95,-110.02
51.6,-110.23
52.25,-114.22
51.5,-110.57
51.18,-111.92
51.05,-112.1
50.95,-112.19
51.65,-113.08
52.6,-114.07
51.45,-112.14
51.58,-111.85
51.75,-114.38
52.31,-114.49
52.17,-113.52
51.18,-112.58
51.18,-112.5
51.02,-111.83
51.91,-113.43
51.95,-112.95
50.74,-111.32
50.72,-111.2
51.91,-110.36
51.92,-113.78
52.47,-113.75
52.45,-113.76
52.55,-114.47
52.53,-113.12
52.4,-114.68
51.62,-113.66
49.46,-110.34
52.52,-114.73
51.58,-113.83
51.22,-112.1
52.08,-113.08
51.5,-114.32
52.12,-114.13
52.45,-113.05
51.6,-112.6
52.57,-113.57
51.65,-112.6
51.66,-112.68
51.68,-114.52
51.38,-111.95
51.78,-114.1
51.76,-114.08
51.45,-110.48
51.17,-110.52
51.35,-110.47
51.38,-110.35
51.02,-111.73
51.33,-110.48
50.67,-111.67
50.74,-111.62
51.97,-113.08
52.17,-113.5
51.08,-111.6
51.13,-111.71
52.37,-113.67
52.43,-113.6
52.28,-113.82
52.31,-113.79
52.25,-113.83
52.18,-113.89
52.18,-113.89
52.18,-112.11
52.63,-114.23
51.37,-113.07
51.38,-113
53.69,-113.62
51.87,-112.02
50.31,-110.09
51.93,-112.87
50.31,-110.09
51.58,-111.36
51.46,-111.65
51.48,-110.25
51.42,-110.15
51.43,-110.13
51.42,-110.15
51.59,-112.57
52.2,-113.48
51.49,-112.96
52.8,-114.3
51.58,-111.47
52.13,-114.57
51.75,-114.78
51.97,-114.45
51.77,-114.63
51.23,-111.65
51.3,-111.39
52.85,-114.52
51.58,-113.35
52.35,-114.17
51.77,-113.21
51.65,-113.3
51.72,-113.23
51.72,-113.53
51.7,-113.27
51.83,-113.22
51.78,-113.2
51.83,-113.22
51.82,-113.22
51.85,-113.45
51.28,-112.55
50.9,-111.96
51.8,-114.63
51.78,-114.68
51.83,-114.52
51.9,-113.57
51.94,-113.59
52.85,-114.2
51.73,-114.1
51.68,-113.31
51.37,-114.78
51.78,-114.2
51.45,-111.63
51.32,-113.88
49.53,-113.43
50.4,-112.68
50.73,-113.15
50.51,-114.01
49.8,-112.3
50.03,-113.22
50.03,-113.17
50,-112.92
50.78,-112.47
50.9,-112.2
50.89,-112.47
49.42,-114.1
49.75,-113.8
50.71,-114.15
50.55,-113.64
49.57,-113.05
49.73,-111.45
49.87,-111.38
49.87,-111.37
49.87,-111.38
49.87,-111.37
51.12,-114.22
50.97,-114.62
50.45,-113.5
49.62,-113.82
50.58,-111.9
50.57,-111.9
50.55,-111.85
50.62,-111.88
50.34,-110.48
49.65,-109.98
50.73,-113.6
50.77,-113.67
50.6,-113.68
50.77,-113.77
50.56,-111.85
49.17,-113.63
51.04,-114.15
51.06,-113.99
51.09,-114.1
50.91,-114.06
51.1,-114.33
51.1,-114.15
51.02,-114.1
51.12,-114.01
51.11,-114.02
51.11,-114
51.03,-114.18
51.22,-114.2
51.07,-114.28
51.1,-114.43
51.11,-114.37
50.65,-114.03
49.2,-113.3
49.13,-113.24
49.2,-113.29
49.2,-113.3
50.15,-112.78
50.13,-113.1
50.22,-113.02
50.12,-113.33
50.22,-112.88
50.12,-113.11
49,-113.38
49,-113.38
50.48,-113.87
50.2,-114.2
50.28,-113.35
51.03,-113.78
50,-113.64
50.03,-113.58
50.02,-113.63
50.02,-113.71
49.73,-112.63
49.72,-112.63
51.2,-114.43
51.24,-114.42
50.05,-113.37
49.62,-114.22
51.08,-114.22
49.68,-114.12
49.63,-114.08
49.57,-114.08
49.7,-114.07
49.65,-114.04
49.94,-113.74
50.03,-113.58
51.2,-114.37
50.8,-114.03
50.32,-112.38
50.18,-112.43
49.55,-111.05
49.8,-112.03
49.77,-113.84
49.48,-111.45
49.48,-111.49
49.45,-111.28
49.48,-111.45
49.72,-113.4
49.79,-113.38
49.72,-113.4
49.77,-113.48
49.53,-113.33
49.87,-113.28
50.88,-113.05
50.93,-112.94
49.33,-113.52
49.37,-113.52
49.78,-113.3
49.87,-111.73
49.83,-111.3
49.72,-111.7
50.99,-113.3
50.1,-111.8
50.62,-113.45
50.6,-113.35
50.48,-114.17
50.58,-113.9
50.57,-113.87
49.29,-113.63
49.9,-112.73
49.93,-112.6
50.87,-114.29
49.99,-110.26
51.08,-114.55
51.19,-113.63
49.9,-113.72
50.6,-112.3
49.63,-112.8
49.65,-112.76
49.7,-112.85
49.63,-112.8
49.63,-112.8
49.63,-112.8
49.63,-112.8
49.73,-112.62
49.7,-112.77
49.7,-112.78
49.72,-112.48
49.68,-112.75
49.73,-112.78
50.87,-114.13
50.4,-112.38
50.35,-112.68
49.42,-112.87
49.45,-112.93
50.7,-112.65
50.02,-110.72
50.02,-110.72
50.02,-110.72
50.02,-110.72
50.03,-110.72
50.04,-110.67
49.63,-110.32
50.72,-114.37
50.67,-113.35
49.81,-113.16
50.66,-113.28
50.72,-113.3
49.13,-113.63
49.13,-113.59
51.37,-114.1
49.87,-113.05
49.88,-113.07
50.72,-113.98
50.73,-113.92
49.13,-113.03
49.88,-112.78
49.52,-114
49.5,-113.95
49.52,-114
49.52,-114
49.52,-114
49.48,-113.93
49.38,-113.93
49.45,-113.65
49.52,-113.97
49.52,-114.03
50.12,-113.75
50.12,-113.75
50.42,-113.63
50.88,-114.45
50.61,-112.98
50.6,-112.8
50.37,-112.03
50.37,-112.12
50.25,-111.17
50.1,-111.21
49.45,-112.7
49.48,-112.68
50.07,-110.77
50.27,-111.7
50.08,-111.57
50.83,-112.05
49.83,-110.9
49.92,-110.92
49.87,-110.9
49.83,-112.82
50.73,-110.21
51.11,-114.37
51.1,-114.38
51.2,-114.22
51.15,-112.92
51.23,-112.98
50.18,-113.88
50.17,-113.87
50.17,-113.65
51.05,-113.42
51.03,-113.28
51.1,-113.22
50.22,-111.15
50.27,-111.18
50.22,-111.17
50.07,-111.17
49.79,-112.12
50.46,-111.32
50.3,-112.86
49.97,-112.45
50,-112.43
50.72,-114.35
50.67,-114.28
51.08,-114.13
50.07,-112.1
50.05,-112.13
50.05,-112.13
50.18,-112.12
50.83,-114.5
50.53,-113.07
50.4,-113.25
50.5,-113.05
49.87,-111.05
51.27,-114.72
49.9,-111.2
49.95,-113.37
49.5,-112.12
51.02,-114.2
51.24,-114.45
51.03,-113.88
51.24,-113.64
50.7,-114.12
51.1,-114.37
50.63,-114.33
50.58,-113.87
50.73,-113.96
49.87,-112.79
50.79,-114.21
49.05,-111.32
49.25,-110.01
49.32,-112.63
49,-111.95
49.03,-111.85
49.03,-112.8
49.13,-112.82
49.05,-112.82
49.08,-112.88
49.58,-110.37
49.37,-110.7
49.2,-111.33
49.07,-111.55
49.22,-112.73
49.23,-111.57
49.12,-110.47
49.36,-110.68
49.48,-110.55
49.13,-111.65
49.14,-111.65
49.13,-112.05
49.17,-111.53
49.08,-112.05
49.28,-112.54
49.32,-112.03
49.2,-112.03
49.12,-110.47
49.49,-110.82
49.22,-111.13
49.03,-111.03
49.22,-112.85
49.45,-110.33
49.28,-112.2
49.28,-112.16
49.27,-111.78
49.29,-112.41
