Station Name,CARMACKS CS,,,,,,,,,,,,,,,,,,,,,,,,,
Province,YUKON TERRITORY,,,,,,,,,,,,,,,,,,,,,,,,,
Current Station Operator,Environment and Climate Change Canada - Meteorological Service of Canada,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,62.12,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-136.19,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,542.9,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,2100301,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71039,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2018/8/4,2018,8,4,,22.8,,14.8,,18.8,,0,,0.8,,,,,M,1.8,,,,,,,
2018/8/5,2018,8,5,,24.6,,12.9,,18.7,,0,,0.7,,,,,M,1.4,,,,31,,31,
2018/8/6,2018,8,6,,16.9,,12.9,,14.9,,3.1,,0,,,,,M,8.5,,,,,,,
2018/8/7,2018,8,7,,17.5,,11.7,,14.6,,3.4,,0,,,,,M,2.6,,,,,,,
2018/8/8,2018,8,8,,18.2,,8.7,,13.5,,4.5,,0,,,,,M,3.2,,,,,,,
2018/8/9,2018,8,9,,13.4,,9.3,,11.4,,6.6,,0,,,,,M,10,,,,32,,31,
2018/8/10,2018,8,10,,18,,5.6,,11.8,,6.2,,0,,,,,M,0.2,,,,,,,
2018/8/11,2018,8,11,,21.6,,-0.3,,10.6,,7.4,,0,,,,,M,0.2,,,,14,,35,
2018/8/12,2018,8,12,,24.5,,8.9,,16.7,,1.3,,0,,,,,M,0,,,,12,,37,
2018/8/13,2018,8,13,,23.7,,11.7,,17.7,,0.3,,0,,,,,M,3.6,,,,13,,38,
2018/8/14,2018,8,14,,19.4,,9.2,,14.3,,3.7,,0,,,,,M,2,,,,34,,34,
2018/8/15,2018,8,15,,16.6,,8.2,,12.4,,5.6,,0,,,,,M,6.9,,,,,,,
2018/8/16,2018,8,16,,14.5,,5.1,,9.8,,8.2,,0,,,,,M,5.4,,,,,,,
2018/8/17,2018,8,17,,16.5,,5.2,,10.8,,7.2,,0,,,,,M,1.7,,,,33,,31,
2018/8/18,2018,8,18,,21,,4.7,,12.8,,5.2,,0,,,,,M,0.3,,,,,,,
2018/8/19,2018,8,19,,24.2,,-0.3,,12,,6,,0,,,,,M,0.2,,,,,,,
2018/8/20,2018,8,20,,24.7,,8.3,,16.5,,1.5,,0,,,,,M,0,,,,,,,
2018/8/21,2018,8,21,,25.5,,9,,17.2,,0.8,,0,,,,,M,0,,,,20,,59,
2018/8/22,2018,8,22,,16.8,,7.6,,12.2,,5.8,,0,,,,,M,0.9,,,,24,,41,
2018/8/23,2018,8,23,,18.6,,4.3,,11.5,,6.5,,0,,,,,M,0.4,,,,,,,
2018/8/24,2018,8,24,,15.7,,6,,10.8,,7.2,,0,,,,,M,3.1,,,,,,,
2018/8/25,2018,8,25,,14.9,,7,,11,,7,,0,,,,,M,2.9,,,,,,,
2018/8/26,2018,8,26,,18.6,,-1,,8.8,,9.2,,0,,,,,M,0.5,,,,13,,33,
2018/8/27,2018,8,27,,20,,7.6,,13.8,,4.2,,0,,,,,M,5.3,,,,,,,
2018/8/28,2018,8,28,,15.6,,7.7,,11.6,,6.4,,0,,,,,M,5.3,,,,33,,37,
2018/8/29,2018,8,29,,14.7,,2.8,,8.7,,9.3,,0,,,,,M,0.2,,,,,,,
2018/8/30,2018,8,30,,14.1,,-0.1,,7,,11,,0,,,,,M,4.5,,,,33,,35,
2018/8/31,2018,8,31,,13.8,,2,,7.9,,10.1,,0,,,,,M,1.6,,,,27,,40,
2018/9/1,2018,9,1,,15.1,,-1.8,,6.6,,11.4,,0,,,,,M,0.2,,,,,,,
2018/9/2,2018,9,2,,15.1,,2.1,,8.6,,9.4,,0,,,,,M,0.7,,,,28,,35,
2018/9/3,2018,9,3,,17.1,,0.9,,9,,9,,0,,,,,M,0.5,,,,,,,
2018/9/4,2018,9,4,,16.2,,2.9,,9.5,,8.5,,0,,,,,M,0,,,,33,,32,
2018/9/5,2018,9,5,,10.5,,3.1,,6.8,,11.2,,0,,,,,M,0,,,,,,,
2018/9/6,2018,9,6,,15,,-2.1,,6.5,,11.5,,0,,,,,M,0.2,,,,,,,
2018/9/7,2018,9,7,,16.2,,-0.8,,7.7,,10.3,,0,,,,,M,0,,,,,,,
2018/9/8,2018,9,8,,17.4,,6.8,,12.1,,5.9,,0,,,,,M,0,,,,35,,31,
2018/9/9,2018,9,9,,17.4,,-2,,7.7,,10.3,,0,,,,,M,0,,,,,,,
2018/9/10,2018,9,10,,16.4,,-2.7,,6.8,,11.2,,0,,,,,M,0,,,,33,,32,
2018/9/11,2018,9,11,,12.9,,7.2,,10,,8,,0,,,,,M,0,,,,32,,31,
2018/9/12,2018,9,12,,8.5,,4.3,,6.4,,11.6,,0,,,,,M,3,,,,,,,
2018/9/13,2018,9,13,,12.3,,6.7,,9.5,,8.5,,0,,,,,M,7.7,,,,,,,
2018/9/14,2018,9,14,,11.5,,-1.9,,4.8,,13.2,,0,,,,,M,0.2,,,,,,,
2018/9/15,2018,9,15,,13,,-6,,3.5,,14.5,,0,,,,,M,0.2,,,,,,,
2018/9/16,2018,9,16,,13.3,,-6.8,,3.2,,14.8,,0,,,,,M,0.2,,,,15,,31,
2018/9/17,2018,9,17,,13.8,,-7.6,,3.1,,14.9,,0,,,,,M,0,,,,,,,
2018/9/18,2018,9,18,,14.3,,-7.2,,3.5,,14.5,,0,,,,,M,0,,,,,,,
2018/9/19,2018,9,19,,13.7,,-4.6,,4.6,,13.4,,0,,,,,M,0,,,,,,,
2018/9/20,2018,9,20,,13.2,,-6.2,,3.5,,14.5,,0,,,,,M,0,,,,,,,
2018/9/21,2018,9,21,,14.9,,-7.6,,3.7,,14.3,,0,,,,,M,0,,,,,,,
2018/9/22,2018,9,22,,11.8,,-6.1,,2.9,,15.1,,0,,,,,M,0,,,,,,,
2018/9/23,2018,9,23,,12.3,,-2.5,,4.9,,13.1,,0,,,,,M,0,,,,,,,
2018/9/24,2018,9,24,,12.1,,-2.7,,4.7,,13.3,,0,,,,,M,0.2,,,,12,,37,
2018/9/25,2018,9,25,,15.8,,-1.7,,7,,11,,0,,,,,M,0,,,,14,,31,
2018/9/26,2018,9,26,,12.3,,-3.7,,4.3,,13.7,,0,,,,,M,0,,,,,,,
2018/9/27,2018,9,27,,8.6,,-3.8,,2.4,,15.6,,0,,,,,M,0,,,,,,,
2018/9/28,2018,9,28,,12.2,,-5.4,,3.4,,14.6,,0,,,,,M,0,,,,,,,
2018/9/29,2018,9,29,,11.1,,-7.6,,1.7,,16.3,,0,,,,,M,0,,,,,,,
2018/9/30,2018,9,30,,11.8,,-8.7,,1.6,,16.4,,0,,,,,M,0,,,,,,,
2018/10/1,2018,10,1,,11.9,,-4.7,,3.6,,14.4,,0,,,,,M,0,,,,,,,
2018/10/2,2018,10,2,,9.7,,-10.1,,-0.2,,18.2,,0,,,,,M,0,,,,,,,
2018/10/3,2018,10,3,,9.2,,-10.3,,-0.6,,18.6,,0,,,,,M,0,,,,,,,
2018/10/4,2018,10,4,,9.6,,-9.1,,0.3,,17.7,,0,,,,,M,0,,,,,,,
2018/10/5,2018,10,5,,9.7,,-7.2,,1.2,,16.8,,0,,,,,M,0,,,,,,,
2018/10/6,2018,10,6,,6.4,,-3.2,,1.6,,16.4,,0,,,,,M,0,,,,,,,
2018/10/7,2018,10,7,,2,,-3.4,,-0.7,,18.7,,0,,,,,M,0,,,,,,,
2018/10/8,2018,10,8,,3.9,,-7.3,,-1.7,,19.7,,0,,,,,M,0,,,,32,,32,
2018/10/9,2018,10,9,,4.4,,-14.4,,-5,,23,,0,,,,,M,0,,,,,,,
2018/10/10,2018,10,10,,2.1,,-14.1,,-6,,24,,0,,,,,M,0,,,,,,,
2018/10/11,2018,10,11,,7.4,,-8.5,,-0.5,,18.5,,0,,,,,M,0,,,,,,,
2018/10/12,2018,10,12,,8.2,,-9.2,,-0.5,,18.5,,0,,,,,M,0,,,,,,,
2018/10/13,2018,10,13,,10.1,,-6.3,,1.9,,16.1,,0,,,,,M,0,,,,13,,44,
2018/10/14,2018,10,14,,8.9,,0.5,,4.7,,13.3,,0,,,,,M,6,,,,13,,35,
2018/10/15,2018,10,15,,7.3,,1.1,,4.2,,13.8,,0,,,,,M,0.2,,,,14,,33,
2018/10/16,2018,10,16,,14.1,,5.8,,10,,8,,0,,,,,M,0,,,,11,,55,
2018/10/17,2018,10,17,,12.4,,-1.2,,5.6,,12.4,,0,,,,,M,0,,,,,,,
2018/10/18,2018,10,18,,11.6,,-2.9,,4.3,,13.7,,0,,,,,M,0,,,,,,,
2018/10/19,2018,10,19,,10.1,,-1.8,,4.2,,13.8,,0,,,,,M,5.2,,,,13,,51,
2018/10/20,2018,10,20,,12.3,,0.6,,6.5,,11.5,,0,,,,,M,0,,,,12,,41,
2018/10/21,2018,10,21,,9.6,,-1.2,,4.2,,13.8,,0,,,,,M,0,,,,13,,43,
2018/10/22,2018,10,22,,7.5,,-2.6,,2.5,,15.5,,0,,,,,M,0.2,,,,,,,
2018/10/23,2018,10,23,,7.8,,1.2,,4.5,,13.5,,0,,,,,M,0.8,,,,,,,
2018/10/24,2018,10,24,,10.2,,-2,,4.1,,13.9,,0,,,,,M,0,,,,13,,41,
2018/10/25,2018,10,25,,10.7,,-2.7,,4,,14,,0,,,,,M,0,,,,13,,36,
2018/10/26,2018,10,26,,7.4,,-3.4,,2,,16,,0,,,,,M,0,,,,12,,33,
2018/10/27,2018,10,27,,8.5,,-4.7,,1.9,,16.1,,0,,,,,M,0,,,,,,,
2018/10/28,2018,10,28,,1.5,,-10,,-4.2,,22.2,,0,,,,,M,0.2,,,,,,,
2018/10/29,2018,10,29,,-2.7,,-11.5,,-7.1,,25.1,,0,,,,,M,0,,,,,,,
2018/10/30,2018,10,30,,-1.4,,-4.8,,-3.1,,21.1,,0,,,,,M,1.9,,,,,,,
2018/10/31,2018,10,31,,-3.3,,-17.7,,-10.5,,28.5,,0,,,,,M,0.5,,2,,,,,
2018/11/1,2018,11,1,,-10,,-21.4,,-15.7,,33.7,,0,,,,,M,0.4,,2,,,,,
2018/11/2,2018,11,2,,-10.2,,-12.2,,-11.2,,29.2,,0,,,,,M,0,,2,,,,,
2018/11/3,2018,11,3,,-11.7,,-23.1,,-17.4,,35.4,,0,,,,,M,0.3,,1,,,,,
2018/11/4,2018,11,4,,-11.8,,-21.6,,-16.7,,34.7,,0,,,,,M,0,,1,,,,,
2018/11/5,2018,11,5,,-13.3,,-26,,-19.6,,37.6,,0,,,,,M,0,,2,,,,,
2018/11/6,2018,11,6,,-13.9,,-25.2,,-19.6,,37.6,,0,,,,,M,0,,2,,,,,
2018/11/7,2018,11,7,,-14.1,,-24.5,,-19.3,,37.3,,0,,,,,M,0,,2,,,,,
2018/11/8,2018,11,8,,-11.3,,-19.7,,-15.5,,33.5,,0,,,,,M,0,,1,,,,,
2018/11/9,2018,11,9,,-6.1,,-13.2,,-9.7,,27.7,,0,,,,,M,0,,1,,,,,
2018/11/10,2018,11,10,,-5.1,,-17.2,,-11.1,,29.1,,0,,,,,M,1.1,,2,,,,,
2018/11/11,2018,11,11,,-5.4,,-14.9,,-10.2,,28.2,,0,,,,,M,1.9,,6,,,,,
2018/11/12,2018,11,12,,3.2,,-14.1,,-5.4,,23.4,,0,,,,,M,0,,5,,12,,31,
2018/11/13,2018,11,13,,2.7,,-6.4,,-1.8,,19.8,,0,,,,,M,0,,4,,,,,
2018/11/14,2018,11,14,,-2.1,,-7.3,,-4.7,,22.7,,0,,,,,M,4.4,,7,,,,,
2018/11/15,2018,11,15,,-7.3,,-18.9,,-13.1,,31.1,,0,,,,,M,0,,9,,,,,
2018/11/16,2018,11,16,,-12.2,,-22.9,,-17.6,,35.6,,0,,,,,M,0.4,,8,,,,,
2018/11/17,2018,11,17,,-9.8,,-13.9,,-11.8,,29.8,,0,,,,,M,0,,8,,,,,
2018/11/18,2018,11,18,,-8.4,,-12.8,,-10.6,,28.6,,0,,,,,M,0,,8,,,,,
2018/11/19,2018,11,19,,5,,-13.8,,-4.4,,22.4,,0,,,,,M,0,,8,,,,,
2018/11/20,2018,11,20,,0.1,,-6.9,,-3.4,,21.4,,0,,,,,M,0,,8,,,,,
2018/11/21,2018,11,21,,,M,,M,,M,,M,,M,,,,M,,M,7,,,M,,M
2018/11/22,2018,11,22,,-5.5,,-9.8,,-7.6,,25.6,,0,,,,,M,0,,7,,,,,
2018/11/23,2018,11,23,,-6.3,,-9,,-7.7,,25.7,,0,,,,,M,0,,7,,,,,
2018/11/24,2018,11,24,,-5.8,,-8.9,,-7.4,,25.4,,0,,,,,M,0,,7,,,,,
2018/11/25,2018,11,25,,-3.4,,-11.9,,-7.6,,25.6,,0,,,,,M,0,,6,,,,,
2018/11/26,2018,11,26,,4.1,,-11.8,,-3.8,,21.8,,0,,,,,M,0.2,,7,,11,,31,
2018/11/27,2018,11,27,,,M,,M,,M,,M,,M,,,,M,,M,6,,,M,,M
2018/11/28,2018,11,28,,-4.4,,-12.2,,-8.3,,26.3,,0,,,,,M,0.2,,6,,,,,
2018/11/29,2018,11,29,,-5.5,,-7.7,,-6.6,,24.6,,0,,,,,M,0,,6,,,,,
2018/11/30,2018,11,30,,-7,,-21.3,,-14.2,,32.2,,0,,,,,M,0,,6,,,,,
2018/12/1,2018,12,1,,-9.5,,-21.7,,-15.6,,33.6,,0,,,,,M,0.2,,6,,,,,
2018/12/2,2018,12,2,,-12.4,,-21,,-16.7,,34.7,,0,,,,,M,0,,6,,,,,
2018/12/3,2018,12,3,,-9.8,,-17.7,,-13.7,,31.7,,0,,,,,M,0,,7,,,,,
2018/12/4,2018,12,4,,-14.9,,-23.6,,-19.2,,37.2,,0,,,,,M,0,,7,,,,,
2018/12/5,2018,12,5,,-9.3,,-20.3,,-14.8,,32.8,,0,,,,,M,0,,7,,,,,
2018/12/6,2018,12,6,,-8.9,,-13.3,,-11.1,,29.1,,0,,,,,M,0,,7,,,,,
2018/12/7,2018,12,7,,0.5,,-15.5,,-7.5,,25.5,,0,,,,,M,0,,7,,14,,45,
2018/12/8,2018,12,8,,3.1,,-2.9,,0.1,,17.9,,0,,,,,M,0,,6,,12,,46,
2018/12/9,2018,12,9,,3.8,,-2.5,,0.6,,17.4,,0,,,,,M,0,,7,,12,,47,
2018/12/10,2018,12,10,,0.7,,-4.9,,-2.1,,20.1,,0,,,,,M,0,,6,,14,,33,
2018/12/11,2018,12,11,,2.1,,-14.6,,-6.2,,24.2,,0,,,,,M,0,,6,,13,,46,
2018/12/12,2018,12,12,,-8.4,,-19.2,,-13.8,,31.8,,0,,,,,M,0,,7,,,,,
2018/12/13,2018,12,13,,-17.6,,-24.2,,-20.9,,38.9,,0,,,,,M,0,,7,,,,,
2018/12/14,2018,12,14,,-19.2,,-27,,-23.1,,41.1,,0,,,,,M,0,,7,,,,,
2018/12/15,2018,12,15,,-20.5,,-29,,-24.7,,42.7,,0,,,,,M,0.2,,7,,,,,
2018/12/16,2018,12,16,,-11,,-21.8,,-16.4,,34.4,,0,,,,,M,0,,7,,,,,
2018/12/17,2018,12,17,,-6.4,,-15.2,,-10.8,,28.8,,0,,,,,M,0,,6,,,,,
2018/12/18,2018,12,18,,-9.6,,-17.8,,-13.7,,31.7,,0,,,,,M,0,,7,,,,,
2018/12/19,2018,12,19,,-4.7,,-15.2,,-10,,28,,0,,,,,M,0.2,,8,,14,,35,
2018/12/20,2018,12,20,,-15,,-23.3,,-19.2,,37.2,,0,,,,,M,0.2,,8,,,,,
2018/12/21,2018,12,21,,-23.4,,-29.3,,-26.3,,44.3,,0,,,,,M,0.2,,7,,,,,
2018/12/22,2018,12,22,,-22.2,,-30.4,,-26.3,,44.3,,0,,,,,M,0,,7,,,,,
2018/12/23,2018,12,23,,-28.2,,-32.4,,-30.3,,48.3,,0,,,,,M,0,,7,,,,,
2018/12/24,2018,12,24,,-20.9,,-28.5,,-24.7,,42.7,,0,,,,,M,0.6,,7,,,,,
2018/12/25,2018,12,25,,-20.5,,-30.4,,-25.5,,43.5,,0,,,,,M,0.2,,9,,,,,
2018/12/26,2018,12,26,,-22.7,,-28.4,,-25.6,,43.6,,0,,,,,M,0,,9,,,,,
2018/12/27,2018,12,27,,-21.7,,-30.2,,-26,,44,,0,,,,,M,1.4,,9,,,,,
2018/12/28,2018,12,28,,-14.7,,-21.7,,-18.2,,36.2,,0,,,,,M,0,,11,,,,,
2018/12/29,2018,12,29,,-14.1,,-17.9,,-16,,34,,0,,,,,M,0,,10,,,,,
2018/12/30,2018,12,30,,-17.9,,-28.1,,-23,,41,,0,,,,,M,0,,10,,,,,
2018/12/31,2018,12,31,,-0.7,,-23.9,,-12.3,,30.3,,0,,,,,M,0,,9,,14,,47,
